Source	Target	Type	Citation
OTX2	PAX6	1	22085933
OTX2	POU1F1	Unknown	18628516
OTX2	RBP3	1	10354480;10372988
OTX2	RBP3	Unknown	18628516
OTX2	TYR	1	22259223
PA2G4	AGR2	1	20048076
PA2G4	AR	Unknown	20159994
PA2G4	E2F1	2	16254079
PA2G4	E2F1	Unknown	17786317
PA2G4	KLK3	2	16254079
PARP1	BCL2	2	20564216
PARP1	BRCA2	2	18990703
PARP1	CDH1	1	21577210
PARP1	CDH1	Unknown	18773488
PARP1	CDKN1A	Unknown	20711239
PARP1	CXCL1	Unknown	11112786
PARP1	DNAAF4	Unknown	18445785
PARP1	E2F1	1	14627987
PARP1	FBN1	Unknown	23860323
PARP1	FN1	Unknown	22223884
PARP1	FOXO1	2	19281796
PARP1	HFE	Unknown	24184271
PARP1	HTR1A	2	21990073
PARP1	IFNAR1	Unknown	19501422
PARP1	IFNG	Unknown	17177976
PARP1	IL10	Unknown	20181890
PARP1	JUN	Unknown	16026317
PARP1	NFKB1	Unknown	16026317
PARP1	RELA	Unknown	16026317
PARP1	SERPINE1	1	22159350
PARP1	SERPINF1	2	18312852
PARP1	SH3BP2	Unknown	22820184
PARP1	SMARCB1	Unknown	17616514
PARP1	SNAI1	2	21577210
PARP1	THBD	1	21489980
PARP1	THBD	2	21489980
PARP1	VIM	1	17720873
PAWR	BCL2	2	11912153;9989812
PAWR	NOV	1	11502835
PAX1	PDGFRA	Unknown	9826722
PAX2	ADAM10	Unknown	21876729;21880579
PAX2	ERBB2	Unknown	10991938
PAX2	L1CAM	Unknown	21880579
PAX2	NCAM1	Unknown	16406048;19485921
PAX2	TP53	2	8521821
PAX2	WT1	Unknown	9178767
PAX3	BCL2L1	1	10871843
PAX3	CXCR4	1	20068066
PAX3	DPYSL2	Unknown	17229153
PAX3	MET	Unknown	8633043
PAX3	MITF	1	20925909;21965087
PAX3	MITF	2	19074888
PAX3	MITF	Unknown	19026785;9500554
PAX3	SHH	Unknown	20569257
PAX4	GCG	2	17426099
PAX4	INS	2	17426099
PAX4	INS	Unknown	10601637
PAX4	ISL1	Unknown	15161765
PAX5	BAX	1	22105368
PAX5	BCL2	2	22105368
PAX5	BLK	2	18697940
PAX5	CCND1	2	22105368
PAX5	CD19	1	15163413
PAX5	CD19	Unknown	10666449;12907641;20208555
PAX5	CD79A	1	9545244
PAX5	CDKN1A	1	22105368
PAX5	FCER2	Unknown	12731041
PAX5	FHL2	1	21540083
PAX5	LEF1	1	9545244
PAX5	MET	1	24628993
PAX5	MET	Unknown	19139719
PAX5	MMP1	2	22105368
PAX5	MYCN	1	9545244
PAX5	PRDM1	2	17682124;22593617
PAX5	PRKCE	Unknown	9190940
PAX5	RAG2	Unknown	11094072;12044781
PAX5	RB1	Unknown	10197586
PAX5	TERT	1	19806612
PAX5	TIMP1	1	22105368
PAX5	TP53	1	22105368
PAX5	TP53	2	8521821
PAX5	XBP1	2	8627152
PAX6	FABP7	1	22583899
PAX6	GCG	Unknown	21824252
PAX6	ITGA5	Unknown	10954416
PAX6	ITGB1	Unknown	10954416
PAX6	KRT12	Unknown	9856765
PAX6	MET	1	19651775
PAX6	MMP2	Unknown	17047041
PAX6	PCSK1	1	19034419
PAX6	PDHX	2	12783165
PAX6	PROX1	1	11554737
PAX6	SIX3	1	11554737
PAX8	E2F1	1	21602887
PAX8	NCAM1	1	8071351
PAX8	SLC3A1	1	15673291
PAX8	SLC5A5	1	14630715;17614769
PAX8	TG	2	17614769
PAX8	TP53	2	8521821
PAX8	TSHR	2	17614769
PAX8	WT1	1	15961562;8861958
PBX1	HOXB1	1	17131398
PBX1	NANOG	1	19522013
PBX1	PF4	1	12609849
PBX1	SOX3	Unknown	19799567
PBX1	VCP	1	17200190
PBX2	EMX2	1	15494461
PBX2	FMO3	Unknown	17786630
PBX2	MEIS1	Unknown	24617557
PBX2	PF4	1	12609849
PBX2	UGT2B17	Unknown	12065766
PBX2	VCP	Unknown	19356220
PCBD1	FXYD2	2	24204001
PCGF2	HOXA7	1	22085718
PCGF2	HOXA7	2	22085718
PCGF2	ZEB1	2	23474752
PCGF2	ZEB2	2	23474752
PDCD11	FASLG	Unknown	14563113
PDX1	GCK	1	8866550
PDX1	INS	1	7568086
PDX1	INS	Unknown	10426567;10567373;10585868;20886630
PER1	BAX	2	19675098
PER1	BCL2	1	19675098
PER1	SLC5A1	2	22526585
PER2	SNAI2	2	23836662
PER2	TWIST1	2	23836662
PGR	ABCG2	Unknown	22348324
PGR	ATP1B1	Unknown	22330642
PGR	BCL2	1	17785366
PGR	BCL2	Unknown	9306964
PGR	CCND1	Unknown	22542550;22892083
PGR	CYP19A1	2	18483177
PGR	DUSP1	1	22020934
PGR	E2F1	1	20123965
PGR	EGFR	Unknown	22542550
PGR	ERBB2	2	18483177
PGR	ESR1	1	16982776
PGR	FOXP3	2	18685848
PGR	HLTF	1	12890680
PGR	IGFBP1	Unknown	11117526;15987820
PGR	IL10	2	18685848
PGR	IRS2	Unknown	14534541
PGR	KLK3	Unknown	9052414
PGR	KLK4	1	19147544
PGR	MYC	Unknown	22892083
PGR	PLD1	Unknown	21284604
PGR	PTGS2	2	18483177
PGR	RELA	2	8626413
PGR	RLN1	Unknown	15149733
PGR	RLN2	Unknown	15149733
PGR	VEGFA	Unknown	22542550
PGR	YWHAQ	Unknown	22329840
PHB2	ARNT	2	21256954
PHB2	BTG2	2	19117054
PHF10	CASP3	Unknown	20530714
PHF8	CDC20	Unknown	23979597
PHOX2A	DBH	1	16280598
PHOX2A	DBH	Unknown	11034547
PHOX2A	TLX2	1	20044949
PHOX2B	ALK	1	20957039
PHOX2B	DBH	1	11034547;16280598
PHOX2B	DBH	Unknown	15888479
PHOX2B	MSX1	2	18201699
PHOX2B	PHOX2A	Unknown	15888479
PHOX2B	TLX2	1	16402914;20044949
PHOX2B	TLX2	Unknown	17505528
PIAS1	CYP17A1	Unknown	21467194
PIAS1	FABP2	1	22539995
PIAS1	MUC1	2	17717071
PIAS1	PRMT1	2	19136629
PIAS1	SI	1	22539995
PIAS1	STAT1	Unknown	17940994;19136629
PIAS2	AR	1	11117529
PIAS2	LRRN3	2	21908575
PIAS2	MUC1	2	17717071
PIAS2	MYCN	2	21123453
PIAS3	ATF1	1	17565989
PIAS3	ESR1	Unknown	22174013
PIAS3	MUC1	2	17717071
PIAS3	STAT3	Unknown	16098628
PIAS4	MUC1	2	17717071
PIAS4	VDR	Unknown	22564762
PIR	NFKB1	Unknown	14573596
PITX1	DUX4	Unknown	23206257
PITX1	FSHB	Unknown	18339718
PITX1	GNRH1	2	19106114
PITX1	HES1	2	21425961
PITX1	IFNA1	2	12242290
PITX1	IRF2	2	12242290
PITX1	IRF7	2	12242290
PITX1	JUN	2	21425961
PITX1	LHB	Unknown	19106114
PITX1	NKX3-1	2	21425961
PITX1	PRL	1	16879162
PITX1	RUNX1	2	21425961
PITX1	RUNX2	2	21425961
PITX1	TBX4	Unknown	20598276
PITX1	TERT	2	21300782
PITX1	TRIB2	2	21425961
PITX2	ABCB1	Unknown	23354914
PITX2	FGF16	Unknown	24253043
PITX2	FSHB	Unknown	18339718
PITX2	GNRH1	2	19106114
PITX2	LEF1	1	17785445
PITX2	LHX6	1	23229549
PITX2	PLOD1	Unknown	21837767
PITX2	PRL	1	16879162
PITX2	SLC13A3	Unknown	21873665
PITX2	WNT2	Unknown	23250740
PITX2	WNT5A	Unknown	23250740
PITX3	MIP	1	21698120
PITX3	TH	1	22223473
PKNOX1	MEIS1	Unknown	12732210
PKNOX1	PF4	Unknown	12732210
PKNOX1	PTPN6	1	20864515
PKNOX1	SYP	1	20864515
PLAG1	ABCC6	1	18850323
PLAG1	CRLF1	1	14712223
PLAG1	IGF2	1	10646861;11284386;11888928;14695992;14712223
PLAG1	IGF2	Unknown	23023303
PLAG1	XRCC1	Unknown	16596326
PLAGL1	ABCC6	1	18850323
PLAGL1	SDHB	2	19423711
PLAGL2	IGF2	1	11888928
PLAGL2	METAP2	1	17462995
PLAGL2	NCF2	1	17462995;20025940
PLAGL2	SFTPC	1	17618602;18655774
PML	BAX	1	16007146
PML	CASP3	1	16253165
PML	CCND1	2	15529177
PML	CCNT1	Unknown	12727882
PML	CDKN1A	1	10356361;16007146
PML	EAF2	2	18089734
PML	EGFR	2	12673202;9819401
PML	EP300	1	18809579
PML	FLT3	1	17124055
PML	GRIP1	1	23542129
PML	HCK	Unknown	21993313
PML	HIPK2	1	18809579
PML	IFNB1	1	11042692
PML	NR4A1	2	12032831
PML	PML	1	15529177
PML	TNFAIP3	2	12080044
PML	TNFSF10	1	15459016
PML	TP53	Unknown	12837275
PML	UBA7	2	11891284
POLR1A	E2F1	2	21878508
POU1F1	BDKRB1	Unknown	10842322
POU1F1	CGA	Unknown	11081207
POU1F1	GH1	1	16061841;7529501
POU1F1	GH1	Unknown	11081207;11874696;15998782;17456792;7608249;7877625;9207961
POU1F1	GH2	1	7608249
POU1F1	GHR	1	7529501
POU1F1	INSM1	Unknown	8188699
POU1F1	POU1F1	1	22199144
POU1F1	PRL	1	16879162;7529501
POU1F1	PRL	Unknown	11081207;11874696;17240357;17933456;19808898;7877625;9207961;9822660
POU1F1	REN	Unknown	8914017
POU1F1	TSHB	1	7529501
POU1F1	TSHB	Unknown	12655183;16901973;9167960;9207961
POU1F1	VDR	1	17456792
POU2AF1	ID2	Unknown	24801987
POU2AF1	IGH	1	1423591
POU2AF1	SPIB	Unknown	24801987
POU2AF1	TK1	1	15831936
POU2AF1	TNFRSF17	1	17621271
POU2F1	AR	Unknown	21387309
POU2F1	BDKRB1	Unknown	10842322
POU2F1	CAPN6	Unknown	21255642
POU2F1	CCND1	1	12391146
POU2F1	CDX2	Unknown	16278805
POU2F1	GADD45A	1	11525640
POU2F1	GADD45A	Unknown	11420680
POU2F1	GATA1	Unknown	7499351
POU2F1	GCM1	Unknown	11071865
POU2F1	GFI1B	Unknown	19965638
POU2F1	GNRH1	Unknown	15319450
POU2F1	HBG1	2	2336386
POU2F1	HIST2H2BE	Unknown	10064132;2007132
POU2F1	HPGDS	Unknown	10998423
POU2F1	ID1	Unknown	19212692
POU2F1	IL2	1	11781715
POU2F1	IL2	Unknown	9135552
POU2F1	IL2RA	Unknown	9135552
POU2F1	IL4	2	11781715
POU2F1	IL5	Unknown	10491186
POU2F1	LCT	1	20960210
POU2F1	LGALS4	1	12391146
POU2F1	MAD2L1	1	15563594
POU2F1	PLAU	Unknown	10951201
POU2F1	POU2AF1	Unknown	11847120
POU2F1	PTGIR	1	19118563
POU2F1	RPTOR	Unknown	21060808
POU2F1	RRM2B	Unknown	11978967
POU2F1	SDC4	Unknown	19212692
POU2F1	SNAI2	1	23836662
POU2F1	SNAI2	2	23836662
POU2F1	SNAPC1	Unknown	9644240
POU2F1	SPP1	Unknown	11126367
POU2F1	ST6GAL1	Unknown	10814704
POU2F1	TK1	1	15831936
POU2F1	TRA	Unknown	11385613
POU2F1	TWIST1	1	23836662
POU2F1	TWIST1	2	23836662
POU2F1	TXNRD1	Unknown	11375392
POU2F1	UGT2B7	1	10779377
POU2F1	VCAM1	2	9694713
POU2F1	VWF	1	7507210
POU2F1	VWF	2	9694713
POU2F2	HBB	Unknown	2302733
POU2F2	HLA-DOB	Unknown	12938212
POU2F2	HLA-DRA	Unknown	7629508
POU2F2	ID2	Unknown	24801987
POU2F2	IL5	Unknown	10491186
POU2F2	SPI1	Unknown	12592383
POU2F2	SPIB	Unknown	24801987
POU2F2	SPP1	Unknown	11126367
POU2F2	TK1	1	15831936
POU2F2	TRA	Unknown	11385613
POU2F3	SPRR2A	Unknown	8816448
POU3F1	GNRH1	Unknown	9032292
POU3F2	CDH13	Unknown	23069940
POU3F2	DDC	Unknown	9602135
POU3F2	FABP7	Unknown	21771320
POU3F2	FOXP2	Unknown	23197593
POU3F2	GNRH1	1	11875100
POU3F2	MITF	Unknown	18628967
POU3F2	NKX2-1	Unknown	23358112
POU3F2	PAX3	Unknown	22290434
POU3F2	PDE5A	2	21215707
POU3F4	GCG	Unknown	21824252
POU4F1	HPSE	Unknown	16112651
POU4F1	HSP90AA1	1	15818685
POU4F2	CCND1	1	17637757
POU4F2	HSP90AA1	1	15818685
POU5F1	BMP4	2	17068183
POU5F1	CDKN1A	2	19968627
POU5F1	CDX2	2	17068183
POU5F1	DDC	Unknown	9602135
POU5F1	DKK1	2	17068183
POU5F1	DLX5	2	17068183
POU5F1	EOMES	2	17068183
POU5F1	FGF4	1	10801796
POU5F1	GADD45A	Unknown	11704867
POU5F1	GATA6	2	14990861;17068183
POU5F1	HLX	2	17068183
POU5F1	ID2	2	17068183
POU5F1	ITGA6	1	22311737
POU5F1	L1TD1	Unknown	22162396
POU5F1	LEFTY1	1	17068183
POU5F1	NANOG	1	17068183
POU5F1	NANOG	Unknown	18338330
POU5F1	SEMA6A	Unknown	17671748
POU5F1	SOX2	1	17068183
POU5F1	SPP1	1	11891324
POU5F1	TBXT	2	17068183
POU5F1	TBX18	2	17068183
POU5F1	TDGF1	1	17068183
POU5F1	THY1	1	17068183
POU5F1	ZFP42	1	17068183
PPARA	ACADL	Unknown	20110263
PPARA	ACOX1	Unknown	20110263
PPARA	ACSL1	2	17150915
PPARA	ANGPTL4	1	12099716;15190076
PPARA	APOA4	Unknown	19433068
PPARA	APOA5	Unknown	16448983
PPARA	APOB	1	11925428
PPARA	APOB	2	16542871
PPARA	APOBR	2	12700342
PPARA	APOC3	2	10494028
PPARA	APOC3	Unknown	11007963
PPARA	CD36	Unknown	16713233;20110263
PPARA	CETP	1	18481130
PPARA	CGB5	Unknown	11564716
PPARA	CPT1A	2	17150915
PPARA	CYP1A1	1	15521013
PPARA	CYP2C9	2	20178979
PPARA	FABP4	Unknown	19717768
PPARA	G0S2	Unknown	20110263
PPARA	HMOX1	Unknown	17413033
PPARA	IGFBP1	Unknown	20110263
PPARA	IL6	Unknown	15001458
PPARA	IL6R	2	14764586
PPARA	LPL	1	10634806
PPARA	MLYCD	Unknown	16434556
PPARA	MMP9	2	21840940
PPARA	NFKBIA	1	14976045
PPARA	NFKBIA	Unknown	11981037
PPARA	PDK4	1	15955060
PPARA	PLIN2	2	17150915
PPARA	PTGS2	1	11412039
PPARA	SERPINE1	1	15631825
PPARA	SERPINE1	Unknown	12667383
PPARA	SLC25A20	Unknown	19748481
PPARA	SLC9A1	Unknown	19958503
PPARA	SOD2	Unknown	19958503
PPARA	SREBF2	2	16946405
PPARA	STAT5A	Unknown	21542777
PPARA	SULT2A1	Unknown	20110263
PPARA	TUBA1B	Unknown	23029400
PPARA	TXNIP	2	18848838
PPARA	UCP1	2	11875072
PPARA	UGT1A9	1	12582161
PPARD	ANG	2	17511960
PPARD	ANGPTL4	2	15190076
PPARD	CAT	1	18048767
PPARD	HSD11B2	2	15591138
PPARD	LPL	1	10634806
PPARD	PDK4	1	15955060
PPARD	SAT1	1	14506281
PPARD	SOD1	1	18048767
PPARD	TIMP1	1	17511960
PPARD	TXN	1	18048767
PPARG	ABCG2	1	16785230
PPARG	ACAT1	1	19049899
PPARG	ADIPOQ	1	20484463
PPARG	ADIPOQ	Unknown	18373719;19833717
PPARG	AGER	2	18855759
PPARG	ANGPTL4	1	15190076
PPARG	ANGPTL4	Unknown	14570927
PPARG	APOB	2	16542871
PPARG	APOBR	2	12700342
PPARG	ATP2A2	Unknown	22240811
PPARG	BAD	1	14960510
PPARG	BCL2	1	15067355
PPARG	BCL2	2	14960510
PPARG	BCL2L1	2	14960510
PPARG	BRS3	1	17355223
PPARG	CAT	Unknown	20075562
PPARG	CAV1	Unknown	17764562
PPARG	CCND1	2	15041706;15193259;15486348
PPARG	CCNE1	2	14960510
PPARG	CD36	1	11795270
PPARG	CD36	Unknown	15104237;17322100
PPARG	CD83	1	15356156
PPARG	CDKN1A	1	15041706
PPARG	CEBPA	Unknown	15867211
PPARG	CFLAR	2	17172826
PPARG	CIITA	1	19358337
PPARG	CIITA	2	11861426;17611194
PPARG	CLDN2	Unknown	16688762
PPARG	CPT1B	1	15356291
PPARG	CSF1	2	18566389
PPARG	DBI	Unknown	12015306
PPARG	DEFB103A	Unknown	20970965
PPARG	EGFR	2	15486348
PPARG	ERO1A	1	18177270
PPARG	ERP44	1	20484463
PPARG	ERP44	2	20484463
PPARG	FABP4	1	11574398
PPARG	FABP4	Unknown	17322100;21047783
PPARG	FASLG	1	18293083
PPARG	FGF1	Unknown	22522926
PPARG	GDF15	Unknown	14662774
PPARG	GK	1	14749268
PPARG	HMOX1	Unknown	17413033
PPARG	ICAM1	2	17425601
PPARG	JAG1	Unknown	20436223
PPARG	KLF4	Unknown	23275339
PPARG	LIPE	1	16269451
PPARG	MMP1	Unknown	15090544
PPARG	MMP9	2	20021931
PPARG	MYC	2	11973610
PPARG	NOTCH4	Unknown	20436223
PPARG	NR1H3	Unknown	11604492
PPARG	PDK2	2	15955060
PPARG	PLIN2	1	11420178;16403437
PPARG	PLIN2	Unknown	17322100;19571381
PPARG	POU2F1	1	12881480
PPARG	PTEN	1	11378386;16425225;16775433;20198337
PPARG	PTGS2	1	11412039
PPARG	PTGS2	2	14555539;16506021
PPARG	PTGS2	Unknown	10827178;11278336
PPARG	RARB	1	12839938
PPARG	REN	2	18483152
PPARG	REN	Unknown	17785633
PPARG	RETN	1	20360975
PPARG	RETN	Unknown	12504108
PPARG	SAT1	1	14506281
PPARG	SAT1	Unknown	14750214
PPARG	SERPINE1	Unknown	10073956
PPARG	SLC2A4	2	16670091
PPARG	SLC5A5	1	17614769
PPARG	SLC9A1	2	19887620
PPARG	SOCS7	Unknown	20357037
PPARG	TG	2	17614769
PPARG	TNFRSF11B	Unknown	12056809
PPARG	TP53	1	14960510;16887883
PPARG	TSHR	2	17614769
PPARG	TXNIP	Unknown	19808645
PPARG	UGT1A9	1	12582161
PPARG	VLDLR	1	19861583
PPARGC1A	ALDOB	1	16891307
PPARGC1A	APOA5	1	16891307
PPARGC1A	APOC3	1	16891307
PPARGC1A	CYP2C9	Unknown	16882880
PPARGC1A	CYP7A1	1	16891307
PPARGC1A	MFN2	1	17828388
PPARGC1A	MLYCD	Unknown	16434556
PPARGC1A	OTC	1	16891307
PPARGC1A	PCK2	1	16891307
PRDM1	CIITA	2	16765445;16982896;17300840
PRDM1	GCSAM	2	21722313
PRDM1	LMO2	2	21722313
PRDM1	MKI67	Unknown	20530581
PRDM1	MYC	2	10713181;12032779
PRDM1	PCNA	Unknown	20530581
PRDM14	POU5F1	1	20953172
PRDM2	KMT5A	Unknown	24423864
PREB	CCL2	Unknown	19426980
PREB	PRL	Unknown	20411477
PROX1	AKT2	2	22982861
PROX1	CCNE1	1	21040746
PROX1	CDKN1B	1	17069925
PROX1	CDKN1C	1	17069925
PROX1	CYP7A1	2	23626788
PROX1	IFNG	2	20064070
PROX1	NR1I2	2	22023334
PROX1	NR5A2	2	19264593
PROX1	RGS4	2	22942256
PROX1	SIX3	1	11554737
PROX1	TWIST1	2	22982861
PTF1A	CEL	Unknown	11023822
PTMA	CDKN1A	Unknown	16540664
PTMA	IDO1	1	21176371;21575365
PTMA	IDO2	1	21176371;21575365
PTMA	TLR9	2	21176371;21575365
PTTG1	CCNB1	1	22475756
PTTG1	CDC42	1	22081074
PTTG1	CDK1	1	22475756
PTTG1	DOCK1	1	22081074
PTTG1	FGF2	Unknown	12213878
PTTG1	ID3	1	16926250
PTTG1	KDR	1	16926250
PTTG1	LGALS1	1	19351864
PTTG1	MYC	1	22475756
PTTG1	MYC	Unknown	11115508
PTTG1	PTTG1IP	1	15886233
PTTG1	RAC1	1	22081074
PTTG1	RHOA	1	22081074
PTTG1	S100A4	1	19351864
PTTG1	TIMP2	2	19351864
PTTG1	VEGFA	1	12213878;16926250
PURA	AR	2	18413735;19790234
PURA	ERBB2	Unknown	22899247
PURA	FAS	2	10903433
PURA	PCNA	2	18386260
RAD51	SP1	1	18769160
RARA	ABCC3	2	17272513
RARA	ANXA8	2	1313714
RARA	CCNA1	2	11090075
RARA	CDKN1A	1	10356361
RARA	CRABP1	1	18000064
RARA	CRH	1	19596122
RARA	CXCR5	1	14993281
RARA	CYP1A1	Unknown	15325265
RARA	ETS1	Unknown	11327309
RARA	FGFBP1	1	11077050
RARA	GNRH2	Unknown	17451432
RARA	HCK	Unknown	21993313
RARA	HNF4A	Unknown	11585914
RARA	HSD17B2	1	18270252
RARA	HSD17B2	Unknown	17538076
RARA	ICAM1	1	1355009
RARA	MACROD1	2	19698236
RARA	MAOB	Unknown	19401466
RARA	MUC5AC	2	11171071
RARA	NR1I3	1	20211151
RARA	PLAU	Unknown	10361124
RARA	PRKCA	1	11525643
RARA	RARB	1	10629091
RARA	RPTOR	Unknown	21060808
RARA	SCD	1	11397803
RARA	SFTPB	Unknown	10070102
RARA	THBD	1	9269772
RARA	THBD	Unknown	11036068
RARB	ADH5	Unknown	1996113
RARB	RARB	1	12767074
RARB	THBD	Unknown	11036068
RARG	BGLAP	1	9113387
RARG	CYP19A1	Unknown	11973645
RARG	ICAM1	1	1355009
RARG	RARB	Unknown	1310259
RARG	THBD	Unknown	11036068
RB1	ATF2	Unknown	7702750
RB1	BIRC5	Unknown	18504435
RB1	BRCA1	2	20068145
RB1	CDH1	Unknown	12391156
RB1	CDK1	Unknown	8270002
RB1	CDKN1A	1	14527674
RB1	CDKN1A	2	9671466
RB1	DDIT3	Unknown	20971808
RB1	DHFR	2	9671466
RB1	DNMT3A	2	22733537
RB1	E2F1	2	12460790;1534305;21602887;9326598;9400991;9671466
RB1	E2F1	Unknown	11939591;8575214
RB1	E2F2	2	9671466
RB1	E2F3	2	20428827
RB1	EBNA1BP2	1	22169551
RB1	ELF1	Unknown	7702750
RB1	FGFR1	2	19303924
RB1	FOS	2	1909121
RB1	FOS	Unknown	7680889
RB1	HBP1	Unknown	16966377
RB1	IGF1	Unknown	18281476
RB1	MAP3K5	Unknown	19610065
RB1	MYC	2	10200487;9671466
RB1	MYC	Unknown	7680889
RB1	PCNA	2	9671466
RB1	PPARG	Unknown	20971808
RB1	RB1	2	8264596
RB1	RBL1	2	9671466
RB1	SFTPD	1	11596110
RB1	SP1	Unknown	7702750
RB1	TFDP1	2	8223441
RB1	TGFBI	Unknown	7680889
RB1	TP53BP2	Unknown	19610065
RB1	VEGFA	1	16007189
RB1	WRN	Unknown	11896071
RB1CC1	CDKN2A	Unknown	21637919
RB1CC1	RB1	1	12095676
RB1CC1	RB1	Unknown	14533007;20614030
RBBP7	CDH1	2	20714342
RBL1	BRCA1	2	17106239
RBL1	CCNA2	2	8642699
RBL1	HIST1H2AE	2	8628255
RBL1	MYC	Unknown	17132729;9797456
RBL1	TFDP1	2	8223441
RBL2	BRCA1	2	17106239;21701264
RBL2	DNMT3B	2	24316981
RBL2	E2F4	Unknown	8575214
RBL2	RAD51	2	21701264
RBMX	EGR1	2	16707624
RBMX	FOS	2	16707624
RBMX	FOSL1	2	16707624
RBMX	JUNB	2	16707624
RBMX	JUND	2	16707624
RBMX	KIT	2	16707624
RBMX	ROS1	2	16707624
RBMX	TXNIP	1	16707624
RBPJ	CR2	Unknown	19487031
RBPJ	IL6	1	10329846
RBPJ	IL6	Unknown	9516466
RBPJ	NFKB1	Unknown	14570916
RBPJ	PTEN	2	17245125
REL	BCL2A1	1	11880364
REL	BIRC3	1	11880364
REL	CCL2	1	10469356;9388261
REL	CCL5	Unknown	11259372
REL	CD40LG	Unknown	11160303
REL	CDKN1A	1	15566959
REL	CRP	Unknown	18684932
REL	CSRP1	1	14522018
REL	EPHB2	2	19621336
REL	F3	Unknown	11057875
REL	ICAM1	Unknown	10706725;10837365;10926553
REL	IER3	Unknown	12360408
REL	IL10	Unknown	9310124
REL	IL12B	Unknown	10657616
REL	IL1B	1	8413223
REL	IL2	Unknown	8920856
REL	IL2RA	1	1508203
REL	IL6	2	1372388
REL	KLK3	Unknown	17011549
REL	SELE	1	12408953
REL	SOD2	1	11880364
REL	TNFAIP3	1	11880364
RELA	ABCA1	2	17135302
RELA	ABCB1	1	19763573
RELA	ABCB1	Unknown	18234965
RELA	ABCG2	1	10342828
RELA	ADORA1	1	9547356
RELA	ADORA2A	Unknown	17082635
RELA	ADORA3	Unknown	17216675
RELA	AGER	1	18622638;19616578
RELA	AGT	Unknown	10628750;8613256
RELA	AKT1	2	18031796
RELA	AKT2	2	20514445
RELA	ALOX5	2	15517885
RELA	ALOX5AP	Unknown	20194722
RELA	AMH	1	15383177
RELA	AR	2	14715080;15517885
RELA	AR	Unknown	16619263
RELA	BACE1	2	17385716
RELA	BAD	1	20596645
RELA	BAX	2	18158998
RELA	BAX	Unknown	20056115
RELA	BCL2	1	14978135;18158998;19259124;20446017;21503108
RELA	BCL2	2	15120608;18031796;18566231
RELA	BCL2	Unknown	14739605;16022909;16453001;17673602;18761399;19233129;20103608;20332461
RELA	BCL2A1	1	11880364;19343319
RELA	BCL2A1	Unknown	10733571;17000776
RELA	BCL2L1	1	12226754;14978135;15756023;15856023;15986355;16904634;18223231;20066113;20585448
RELA	BCL2L1	2	15231833
RELA	BCL2L1	Unknown	10733571;10925251;14739605;16453001;17673602
RELA	BCL2L11	2	18223231
RELA	BCL3	1	11387332
RELA	BDKRB1	Unknown	15705059
RELA	BGN	1	15536164
RELA	BHMT	2	16953798
RELA	BIRC2	1	12010810;15756023
RELA	BIRC2	2	18566231
RELA	BIRC2	Unknown	12687011;15050749;16453001;17673602;20103608
RELA	BIRC3	1	10733571;11297551;11880364;12010810;19343319
RELA	BIRC3	2	15231833;15723831;18566231
RELA	BIRC3	Unknown	10823821;15050749;17000776;17673602
RELA	BIRC5	1	17553314
RELA	BIRC5	Unknown	14739605;20126979
RELA	BMP2	1	16835229
RELA	BRCA2	1	10961992
RELA	BTG2	Unknown	17363596
RELA	BTS1	Unknown	9030974
RELA	CARD8	Unknown	17878386
RELA	CARM1	Unknown	20462455
RELA	CASP3	Unknown	20056115
RELA	CASP9	Unknown	20056115
RELA	CCK	Unknown	11022044
RELA	CCL11	1	16604092
RELA	CCL11	Unknown	10586089;11076795;14660485
RELA	CCL13	Unknown	10049733
RELA	CCL19	Unknown	17182562
RELA	CCL2	1	10530453;12488502;12647268;16206198;16764699;17452470;20200316;9388261
RELA	CCL2	Unknown	10744656;11006087;11949945;12218154;14631383;15950427;16040075;16730843;16818736;8617886
RELA	CCL20	1	11749970
RELA	CCL20	Unknown	22240809
RELA	CCL22	1	17018379
RELA	CCL3	1	16982926
RELA	CCL3	Unknown	11342414;17707233
RELA	CCL4	Unknown	11342414
RELA	CCL5	1	11478739;9120310
RELA	CCL5	Unknown	11259372;11389171;11413310;12122011;19786024
RELA	CCNB1	1	11861406
RELA	CCNB1	Unknown	19610058
RELA	CCND1	1	10409765;10464245;11861406;15756023;15856023;17407600;18341653;19263436;22306268
RELA	CCND1	2	18566231
RELA	CCND1	Unknown	12894581;16453001;17673602;17944672;18184402;19766095;20103608;20538607
RELA	CCND2	1	18504428;21790895
RELA	CCR2	1	19156404
RELA	CCR3	1	16604092
RELA	CCR5	Unknown	12745546;19469019;9840284
RELA	CCR7	1	11830455;19164127
RELA	CCR7	Unknown	22158872
RELA	CD28	Unknown	16365455
RELA	CD38	Unknown	17322278;18341691;18441094
RELA	CD40	1	19164127;9733827
RELA	CD40	Unknown	11313274;17031478
RELA	CD40LG	Unknown	11160303;11529914;21243522
RELA	CD58	1	9733827
RELA	CD69	Unknown	10480634
RELA	CD74	Unknown	8164652
RELA	CD80	1	11359799;12860928
RELA	CD83	1	19164127
RELA	CD86	1	15895390;15949284;18929846;19164127
RELA	CD86	Unknown	10586028
RELA	CDH1	1	20683022
RELA	CDK4	1	18425349
RELA	CDK6	1	18504428
RELA	CDKN1A	1	18269916
RELA	CDKN1A	2	18954936
RELA	CEACAM1	1	11306560
